Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JEEP,Compass 4X4,SUV,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Compass 4X4,SUV,2.4,4,M6,X,10.8,7.6,9.4,30,221
JEEP,Renegade,SUV,1.3,4,A9,X,9.8,7.4,8.7,32,204
JEEP,Renegade,SUV,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Renegade 4X4,SUV,1.3,4,A9,X,10.1,8.1,9.2,31,216
JEEP,Renegade 4X4 Trailhawk,SUV,1.3,4,A9,X,10.8,8.7,9.9,29,230
JEEP,Renegade 4X4,SUV,2.4,4,A9,X,11.2,8.2,9.8,29,230
JEEP,Wrangler 4X4,SUV,2,4,A8,X,10.7,9.8,10.3,27,241
JEEP,Wrangler 4X4,SUV,3.6,6,A8,X,12.8,10.4,11.8,24,274
JEEP,Wrangler 4X4 eTorque,SUV,3.6,6,A8,X,12,9.8,11,26,259
JEEP,Wrangler 4X4,SUV,3.6,6,M6,X,13.7,9.6,11.8,24,277
JEEP,Wrangler Unlimited 4X4,SUV,2,4,A8,X,11.5,10.9,11.2,25,263
JEEP,Wrangler Unlimited 4X4 eTorque,SUV,2,4,A8,X,11.3,10.5,10.9,26,257
JEEP,Wrangler Unlimited 4X4 EcoDiesel,SUV,3,6,A8,D,10.6,8.1,9.5,30,255
JEEP,Wrangler Unlimited 4X4,SUV,3.6,6,A8,X,12.9,10.7,11.9,24,280
JEEP,Wrangler Unlimited 4X4 eTorque,SUV,3.6,6,A8,X,12.6,10.7,11.8,24,276
JEEP,Wrangler Unlimited 4X4,SUV,3.6,6,M6,X,13.8,10.1,12.2,23,285
KIA,Sorento AWD,SUV,2.4,4,AS6,X,11.2,9,10.2,28,242
KIA,Sorento AWD,SUV,3.3,6,AS8,X,12.3,9.5,11.1,25,261
KIA,Sportage,SUV,2.4,4,AS6,X,10.1,7.6,9,31,214
KIA,Sportage AWD,SUV,2,4,AS6,X,12.1,9.6,11,26,261
KIA,Sportage AWD,SUV,2.4,4,AS6,X,10.8,9.1,10,28,239
KIA,Telluride AWD,SUV,3.8,6,AS8,X,12.5,9.6,11.2,25,264
LAND ROVER,Discovery Sport P250,SUV,2,4,AS9,Z,12.6,9.7,11.3,25,266
LAND ROVER,Discovery Sport P290,SUV,2,4,AS9,Z,12.3,9.8,11.1,25,262
LAND ROVER,Range Rover Evoque P250,SUV,2,4,AS9,Z,11.8,8.7,10.4,27,245
LAND ROVER,Range Rover Evoque P300,SUV,2,4,AS9,Z,11.4,8.9,10.3,27,242
LAND ROVER,Range Rover Velar P250,SUV,2,4,AS8,Z,11.2,8.9,10.2,28,238
LAND ROVER,Range Rover Velar P300,SUV,2,4,AS8,Z,11.7,9.2,10.6,27,248
LAND ROVER,Range Rover Velar P340,SUV,3,6,AS8,Z,13,10,11.6,24,273
LAND ROVER,Range Rover Velar P380,SUV,3,6,AS8,Z,13,10,11.6,24,273
LAND ROVER,Range Rover Velar SVAutobiography Dynamic,SUV,5,8,AS8,Z,15.2,11.5,13.5,21,318
LEXUS,NX 300 AWD,SUV,2,4,AS6,Z,10.7,8.5,9.7,29,226
LEXUS,NX 300 AWD F SPORT,SUV,2,4,AS6,Z,10.8,8.9,9.9,29,232
LEXUS,NX 300h AWD,SUV,2.5,4,AV6,X,7.2,7.9,7.5,38,176
LEXUS,RX 350 AWD,SUV,3.5,6,AS8,X,12.2,9,10.8,26,252
LEXUS,RX 350 L AWD,SUV,3.5,6,AS8,X,13.1,9.4,11.1,25,268
LINCOLN,Corsair AWD,SUV,2,4,AS8,X,11.1,8.1,9.8,29,229
LINCOLN,Corsair AWD,SUV,2.3,4,AS8,X,11.1,8.2,9.8,29,230
LINCOLN,Nautilus AWD,SUV,2,4,AS8,X,12,9.6,10.7,26,250
LINCOLN,Nautilus AWD,SUV,2.7,6,AS8,X,12.5,9.2,11,26,258
MAZDA,CX-30,SUV,2,4,AS6,X,8.9,7.1,8.1,35,189
MAZDA,CX-30,SUV,2.5,4,AS6,X,9.3,7.1,8.3,34,194
MAZDA,CX-30 4WD,SUV,2,4,AS6,X,9.4,7.7,8.6,33,202
MAZDA,CX-30 4WD,SUV,2.5,4,AS6,X,9.9,7.7,8.9,32,208
MAZDA,CX-30 4WD (Cylinder Deactivation),SUV,2.5,4,AS6,X,9.5,7.4,8.6,33,200
MAZDA,CX-5,SUV,2.5,4,AS6,X,9.7,7.8,8.8,32,206
MAZDA,CX-5 (Cylinder Deactivation),SUV,2.5,4,AS6,X,9.3,7.6,8.5,33,201
MAZDA,CX-5 4WD,SUV,2.5,4,AS6,X,10.2,8.2,9.3,30,217
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV,2.5,4,AS6,X,9.8,7.9,9,31,208
MAZDA,CX-5 Turbo 4WD,SUV,2.5,4,AS6,X,10.8,8.7,9.8,29,230
MAZDA,CX-9 4WD,SUV,2.5,4,AS6,X,11.6,9.1,10.5,27,244
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV,4,8,A9,Z,15,10.9,13.2,21,309
MITSUBISHI,Eclipse Cross 4WD,SUV,1.5,4,AV8,X,9.6,8.9,9.3,30,216
MITSUBISHI,Outlander 4WD,SUV,2.4,4,AV6,X,9.9,8.1,9.1,31,212
MITSUBISHI,Outlander 4WD,SUV,3,6,A6,Z,12,8.8,10.6,27,246
MITSUBISHI,RVR,SUV,2,4,AV6,X,9.7,7.8,8.8,32,206
MITSUBISHI,RVR 4WD,SUV,2,4,AV6,X,10.1,8.2,9.2,31,213
MITSUBISHI,RVR 4WD,SUV,2.4,4,AV6,X,10.3,8.3,9.4,30,218
NISSAN,Pathfinder,SUV,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,Pathfinder 4WD,SUV,3.5,6,AV,X,12.1,8.9,10.7,26,251
NISSAN,Pathfinder 4WD Platinum,SUV,3.5,6,AV,X,12.4,9.2,11,26,257
NISSAN,Rogue,SUV,2.5,4,AV,X,9.1,7.1,8.2,34,192
NISSAN,Rogue AWD,SUV,2.5,4,AV,X,9.6,7.5,8.7,32,204
PORSCHE,Macan,SUV,2,4,AM7,Z,12.2,10.2,11.3,25,264
PORSCHE,Macan S,SUV,3,6,AM7,Z,12.9,10.2,11.7,24,272
SUBARU,Crosstrek AWD,SUV,2,4,AV8,X,8.5,7,7.9,36,185
SUBARU,Crosstrek AWD,SUV,2,4,M6,X,10.5,8.1,9.4,30,220
SUBARU,Forester AWD,SUV,2.5,4,AV7,X,9,7.2,8.2,34,192
SUBARU,Outback AWD,SUV,2.4,4,AV8,X,10.1,7.9,9.1,31,213
SUBARU,Outback AWD,SUV,2.5,4,AV8,X,9,7.1,8.2,34,192
TOYOTA,Highlander,SUV,3.5,6,AS8,X,11.9,8.3,10.3,27,240
TOYOTA,Highlander AWD,SUV,3.5,6,AS8,X,11.7,8.6,10.3,27,240
TOYOTA,RAV4,SUV,2.5,4,AS8,X,8.8,6.8,7.9,36,184
TOYOTA,RAV4 AWD,SUV,2.5,4,AS8,X,9.2,7.1,8.2,34,194
TOYOTA,RAV4 AWD TRD Off-Road,SUV,2.5,4,AS8,X,9.5,7.5,8.6,33,200
TOYOTA,RAV4 Hybrid AWD,SUV,2.5,4,AV,X,5.7,6.3,6,47,139
VOLKSWAGEN,Atlas Cross Sport 4MOTION,SUV,2,4,AS8,X,12.8,10.4,11.7,24,273
VOLKSWAGEN,Tiguan,SUV,2,4,AS8,X,10.5,8.1,9.4,30,221
VOLKSWAGEN,Tiguan 4MOTION,SUV,2,4,AS8,X,11.5,8.7,10.2,28,241
VOLVO,XC40 T4 AWD,SUV,2,4,AS8,X,10.2,7.5,9,31,210
VOLVO,XC40 T5 AWD,SUV,2,4,AS8,Z,10.7,7.7,9.4,30,219
VOLVO,XC60 T5 AWD,SUV,2,4,AS8,Z,11.2,8.3,9.9,29,232
VOLVO,XC60 T6 AWD,SUV,2,4,AS8,Z,11.7,8.6,10.3,27,240
AUDI,Q7,SUV,3,6,AS8,Z,15.1,10.9,13.2,21,304
AUDI,Q7 TDI (modified),SUV,3,6,AS8,D,12.4,8.7,10.7,26,290
BMW,X5 xDRIVE35i,SUV,3,6,A8,Z,12.9,8.8,11.1,25,255
BMW,X5 xDRIVE50i,SUV,4.4,8,A8,Z,16.3,10.9,13.9,20,320
BMW,X6 M,SUV,4.4,8,A6,Z,18.1,13.7,16.1,18,370
BMW,X6 xDRIVE35i,SUV,3,6,A8,Z,13.6,9.8,11.9,24,274
BMW,X6 xDRIVE50i,SUV,4.4,8,A8,Z,16.4,11.3,14.1,20,324
BUICK,ENCLAVE,SUV,3.6,6,A6,X,14.3,9.9,12.3,23,283
BUICK,ENCLAVE AWD,SUV,3.6,6,A6,X,14.6,10.2,12.6,22,290
CADILLAC,ESCALADE AWD,SUV,6.2,8,A6,Z,17,11.8,14.7,19,338
CADILLAC,ESCALADE AWD,SUV,6.2,8,A6,E,23.3,16.1,20.1,14,322
CADILLAC,ESCALADE ESV AWD,SUV,6.2,8,A6,Z,18.8,13.4,16.4,17,377
CADILLAC,ESCALADE ESV AWD,SUV,6.2,8,A6,E,25.7,17.8,22.1,13,354
CADILLAC,SRX,SUV,3.6,6,AS6,X,14.3,9.8,12.3,23,283
CADILLAC,SRX AWD,SUV,3.6,6,AS6,X,14.8,10.4,12.8,22,294
CHEVROLET,SUBURBAN,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
CHEVROLET,SUBURBAN,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
CHEVROLET,SUBURBAN 4WD,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
CHEVROLET,SUBURBAN 4WD,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
CHEVROLET,TAHOE,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
CHEVROLET,TAHOE,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
CHEVROLET,TAHOE 4WD,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
CHEVROLET,TAHOE 4WD,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
CHEVROLET,TRAVERSE,SUV,3.6,6,A6,X,14.3,9.9,12.3,23,283
CHEVROLET,TRAVERSE AWD,SUV,3.6,6,A6,X,14.6,10.2,12.6,22,290
DODGE,DURANGO AWD (MDS),SUV,5.7,8,A8,X,17.3,10.8,14.4,20,331
DODGE,DURANGO AWD FFV,SUV,3.6,6,A8,X,13.9,9.8,12.1,23,278
DODGE,DURANGO AWD FFV,SUV,3.6,6,A8,E,17.7,13,15.6,18,250
FORD,EXPEDITION 4X4 FFV,SUV,5.4,8,A6,X,18.2,13.3,16,18,368
FORD,EXPEDITION 4X4 FFV,SUV,5.4,8,A6,E,24.5,18,21.6,13,346
FORD,EXPLORER,SUV,2,4,A6,X,11.8,8.3,10.2,28,235
FORD,EXPLORER AWD,SUV,3.5,6,AS6,X,14.8,10.7,13,22,299
FORD,EXPLORER FFV,SUV,3.5,6,AS6,X,13.7,9.7,11.9,24,274
FORD,EXPLORER FFV,SUV,3.5,6,AS6,E,18.3,12.9,15.9,18,254
FORD,EXPLORER FFV AWD,SUV,3.5,6,AS6,X,14.3,10.3,12.5,23,288
FORD,EXPLORER FFV AWD,SUV,3.5,6,AS6,E,18.9,13.9,16.7,17,267
FORD,FLEX,SUV,3.5,6,AS6,X,13.2,9.4,11.5,25,264
FORD,FLEX AWD,SUV,3.5,6,AS6,X,13.7,10.2,12.1,23,278
FORD,FLEX AWD (EcoBoost),SUV,3.5,6,AS6,X,14.8,10.4,12.8,22,294
GMC,ACADIA,SUV,3.6,6,A6,X,14.3,9.9,12.3,23,283
GMC,ACADIA AWD,SUV,3.6,6,A6,X,14.9,10.4,12.9,22,297
GMC,YUKON,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON 4WD,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON 4WD,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON DENALI AWD,SUV,6.2,8,A6,Z,17,11.8,14.7,19,338
GMC,YUKON DENALI AWD,SUV,6.2,8,A6,E,23.3,16.1,20.1,14,322
GMC,YUKON DENALI XL AWD,SUV,6.2,8,A6,Z,18.8,13.4,16.4,17,377
GMC,YUKON DENALI XL AWD,SUV,6.2,8,A6,E,25.7,17.8,22.1,13,354
GMC,YUKON XL,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON XL,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON XL 4WD,SUV,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON XL 4WD,SUV,5.3,8,A6,E,21.5,14.6,18.4,15,294
INFINITI,QX60 HYBRID AWD,SUV,2.5,4,AV,X,8.8,8.2,8.5,33,196
INFINITI,QX80 4WD,SUV,5.6,8,AS7,Z,17.4,12.1,15,19,345
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A8,X,17.3,11.7,14.8,19,340
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV,3,6,A8,D,11.2,8.4,9.9,29,267
JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A8,X,13.9,9.8,12.1,23,278
JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A8,E,17.7,13,15.6,18,250
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV,6.4,8,A8,Z,18.5,12.6,15.8,18,363
LAND ROVER,LR4,SUV,3,6,AS8,Z,16.3,12.4,14.5,19,334
LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV,5,8,AS8,Z,18,12.2,15.4,18,354
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV,5,8,AS8,E,25,16.9,21.4,13,342
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV,3,6,AS8,Z,14.2,10.2,12.4,23,285
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV,3,6,AS8,Z,14.2,10.2,12.4,23,285
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV,3,6,AS8,E,19.4,14.9,17.4,16,278
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV,5,8,AS8,Z,17.3,12.2,15,19,345
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV,5,8,AS8,Z,16.6,12.3,14.7,19,338
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV,5,8,AS8,E,24,16.6,20.7,14,331
LAND ROVER,RANGE ROVER V6 3.0 SC,SUV,3,6,AS8,Z,14.1,10.1,12.3,23,283
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV,3,6,AS8,Z,14.1,10.1,12.3,23,283
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV,3,6,AS8,E,19.4,14.8,17.3,16,277
LAND ROVER,RANGE ROVER V8 5.0 SC,SUV,5,8,AS8,Z,18,12.2,15.4,18,354
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV,5,8,AS8,E,25,16.9,21.4,13,342
LEXUS,GX 460,SUV,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
LEXUS,LX 570,SUV,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
LINCOLN,MKT AWD,SUV,3.5,6,AS6,X,14.8,10.4,12.8,22,294
LINCOLN,NAVIGATOR 4X4 FFV,SUV,5.4,8,A6,X,18.2,13.3,16,18,368
LINCOLN,NAVIGATOR 4X4 FFV,SUV,5.4,8,A6,E,24.5,18,21.6,13,346
MERCEDES-BENZ,G 550,SUV,5.5,8,AS7,Z,20,15.9,18.2,16,419
MERCEDES-BENZ,G 63 AMG,SUV,5.5,8,AS7,Z,19.4,15.7,17.7,16,407
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV,3,6,AS7,D,13.4,10.2,12,24,324
MERCEDES-BENZ,GL 450 4MATIC,SUV,4.7,8,AS7,Z,17.1,12.8,15.2,19,350
MERCEDES-BENZ,GL 550 4MATIC,SUV,4.7,8,AS7,Z,17.6,13.1,15.6,18,359
MERCEDES-BENZ,GL 63 AMG,SUV,5.5,8,AS7,Z,17.7,13.4,15.8,18,363
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV,3.5,6,AS7,Z,13.4,10.5,12.1,23,278
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV,3.5,6,AS7,E,17.8,13.8,16,18,256
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV,3,6,AS7,D,11.8,8.5,10.3,27,278
MERCEDES-BENZ,ML 550 4MATIC,SUV,4.7,8,AS7,Z,16.2,11.8,14.2,20,327
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV,5.5,8,AS7,Z,17.2,13.5,15.5,18,356
NISSAN,ARMADA 4WD,SUV,5.6,8,A5,X,19.1,13.4,16.5,17,380
NISSAN,PATHFINDER HYBRID 4WD,SUV,2.5,4,AV,X,9.1,8.5,8.8,32,202
PORSCHE,CAYENNE,SUV,3.6,6,A8,Z,14.1,10.2,12.4,23,290
PORSCHE,CAYENNE,SUV,3.6,6,M6,Z,15.8,10.9,13.6,21,313
PORSCHE,CAYENNE DIESEL (modified),SUV,3,6,A8,D,11.8,8.1,10.2,28,277
PORSCHE,CAYENNE GTS,SUV,4.8,8,A8,Z,16.7,11.5,14.4,20,338
PORSCHE,CAYENNE S,SUV,4.8,8,A8,Z,15.5,10.7,13.2,21,310
PORSCHE,CAYENNE S HYBRID,SUV,3,6,A8,Z,11.8,9.9,10.9,26,251
PORSCHE,CAYENNE TURBO,SUV,4.8,8,A8,Z,16.3,11,13.9,20,326
PORSCHE,CAYENNE TURBO S,SUV,4.8,8,A8,Z,18,11.9,15.2,19,358
TOYOTA,4RUNNER (Part-Time 4WD),SUV,4,6,AS5,X,14.3,11.1,12.9,22,297
TOYOTA,4RUNNER 4WD,SUV,4,6,AS5,X,14.3,11.1,12.9,22,297
TOYOTA,HIGHLANDER AWD,SUV,3.5,6,AS6,X,13,9.7,11.5,25,264
TOYOTA,HIGHLANDER HYBRID AWD,SUV,3.5,6,AV6,X,8,8.6,8.3,34,191
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV,3.5,6,AV6,X,7.9,8.6,8.2,34,189
TOYOTA,SEQUOIA 4WD,SUV,5.7,8,AS6,X,19,13.9,16.7,17,384
VOLKSWAGEN,TOUAREG,SUV,3.6,6,AS8,Z,14.4,10.4,12.6,22,296
VOLKSWAGEN,TOUAREG TDI (modified),SUV,3,6,AS8,D,11.8,8.1,10.2,28,277
VOLVO,XC90 AWD,SUV,3.2,6,AS6,X,14.9,10.2,12.8,22,294
AUDI,Q7,SUV,3,6,AS8,Z,15.2,11,13.3,21,306
AUDI,Q7 TDI (modified),SUV,3,6,AS8,D,12.4,8.7,10.7,26,290
BMW,X5 M,SUV,4.4,8,AS8,Z,16.6,12.1,14.6,19,336
BMW,X5 xDRIVE35d,SUV,3,6,AS8,D,9.9,7.2,8.7,32,235
BMW,X5 xDRIVE35i,SUV,3,6,AS8,Z,13,8.9,11.1,25,255
BMW,X5 xDRIVE50i,SUV,4.4,8,AS8,Z,16.1,10.9,13.8,20,317
BMW,X6 M,SUV,4.4,8,AS8,Z,16.6,12.1,14.6,19,336
BMW,X6 xDRIVE35i,SUV,3,6,AS8,Z,13,8.9,11.1,25,255
BMW,X6 xDRIVE50i,SUV,4.4,8,AS8,Z,16.1,10.9,13.8,20,317
BUICK,ENCLAVE,SUV,3.6,6,A6,X,14.2,9.9,12.3,23,283
BUICK,ENCLAVE AWD,SUV,3.6,6,A6,X,14.6,10.2,12.6,22,290
CADILLAC,ESCALADE 4WD,SUV,6.2,8,A6,Z,16.2,11.4,14,20,322
CADILLAC,ESCALADE 4WD,SUV,6.2,8,A8,Z,15.9,11.1,13.8,20,317
CADILLAC,ESCALADE ESV 4WD,SUV,6.2,8,A6,Z,16.8,11.7,14.5,19,334
CADILLAC,ESCALADE ESV 4WD,SUV,6.2,8,A8,Z,16.4,11.7,14.3,20,329
CADILLAC,SRX,SUV,3.6,6,AS6,X,14.2,9.8,12.3,23,283
CADILLAC,SRX AWD,SUV,3.6,6,AS6,X,14.8,10.4,12.8,22,294
CHEVROLET,SUBURBAN,SUV,5.3,8,A6,X,14.9,10.1,12.7,22,292
CHEVROLET,SUBURBAN,SUV,5.3,8,A6,E,20.2,13.6,17.2,16,275
CHEVROLET,SUBURBAN 4WD,SUV,5.3,8,A6,X,15.4,10.8,13.3,21,306
CHEVROLET,SUBURBAN 4WD,SUV,5.3,8,A6,E,22.1,15.4,19.1,15,306
CHEVROLET,TAHOE,SUV,5.3,8,A6,X,14.9,10.1,12.7,22,292
CHEVROLET,TAHOE,SUV,5.3,8,A6,E,20.2,13.6,17.2,16,275
CHEVROLET,TAHOE 4WD,SUV,5.3,8,A6,X,15.1,10.4,13,22,299
CHEVROLET,TAHOE 4WD,SUV,5.3,8,A6,E,20.5,14,17.6,16,282
CHEVROLET,TRAVERSE,SUV,3.6,6,A6,X,14.2,9.9,12.3,23,283
CHEVROLET,TRAVERSE AWD,SUV,3.6,6,A6,X,14.6,10.2,12.6,22,290
DODGE,DURANGO AWD FFV,SUV,3.6,6,A8,X,13.9,9.8,12.1,23,278
DODGE,DURANGO AWD FFV,SUV,3.6,6,A8,E,17.7,13,15.6,18,250
DODGE,DURANGO AWD (MDS),SUV,5.7,8,A8,X,17.3,11.5,14.7,19,338
FORD,EXPEDITION 4X4,SUV,3.5,6,AS6,X,16.2,11.8,14.2,20,327
FORD,EXPEDITION MAX 4X4,SUV,3.5,6,AS6,X,16.4,12,14.4,20,331
FORD,EXPLORER,SUV,2,4,A6,X,11.9,8.5,10.4,27,239
FORD,EXPLORER FFV,SUV,3.5,6,AS6,X,13.7,9.7,11.9,24,274
FORD,EXPLORER FFV,SUV,3.5,6,AS6,E,18.6,13,16.1,18,258
FORD,EXPLORER AWD (EcoBoost),SUV,3.5,6,AS6,X,14.9,10.7,13,22,299
FORD,EXPLORER FFV AWD,SUV,3.5,6,AS6,X,14.2,10.3,12.5,23,288
FORD,EXPLORER FFV AWD,SUV,3.5,6,AS6,E,19.2,14.1,16.9,17,270
FORD,FLEX,SUV,3.5,6,AS6,X,13.3,9.5,11.6,24,267
FORD,FLEX AWD,SUV,3.5,6,AS6,X,13.7,10.1,12.1,23,278
FORD,FLEX AWD (EcoBoost),SUV,3.5,6,AS6,X,14.6,10.4,12.8,22,294
GMC,ACADIA,SUV,3.6,6,A6,X,14.2,9.9,12.3,23,283
GMC,ACADIA AWD,SUV,3.6,6,A6,X,14.6,10.2,12.6,22,290
GMC,YUKON,SUV,5.3,8,A6,X,14.9,10.1,12.7,22,292
GMC,YUKON,SUV,5.3,8,A6,E,20.2,13.6,17.2,16,275
GMC,YUKON 4WD,SUV,5.3,8,A6,X,15.1,10.4,13,22,299
GMC,YUKON 4WD,SUV,5.3,8,A6,E,20.5,14,17.6,16,282
GMC,YUKON DENALI 4WD,SUV,6.2,8,A6,Z,16.2,11.4,14,20,322
GMC,YUKON DENALI 4WD,SUV,6.2,8,A8,Z,15.9,11.1,13.8,20,317
GMC,YUKON XL,SUV,5.3,8,A6,X,14.9,10.1,12.7,22,292
GMC,YUKON XL,SUV,5.3,8,A6,E,20.2,13.6,17.2,16,275
GMC,YUKON XL 4WD,SUV,5.3,8,A6,X,15.4,10.8,13.3,21,306
GMC,YUKON XL 4WD,SUV,5.3,8,A6,E,22.1,15.4,19.1,15,306
GMC,YUKON XL DENALI 4WD,SUV,6.2,8,A6,Z,16.8,11.7,14.5,19,334
GMC,YUKON XL DENALI 4WD,SUV,6.2,8,A8,Z,16.4,11.7,14.3,20,329
INFINITI,QX60 HYBRID AWD,SUV,2.5,4,AV7,X,8.9,8.4,8.7,32,200
INFINITI,QX80 4WD,SUV,5.6,8,AS7,Z,16.9,11.9,14.7,19,338
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV,3,6,A8,D,11.2,8.4,9.9,29,267
JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A8,X,13.9,9.8,12.1,23,278
JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A8,E,17.7,13,15.6,18,250
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A8,X,17.3,11.5,14.7,19,338
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV,6.4,8,A8,Z,18.5,12.6,15.8,18,363
LAND ROVER,LR4,SUV,3,6,AS8,Z,16.2,12.1,14.3,20,329
LAND ROVER,RANGE ROVER,SUV,3,6,AS8,Z,13.9,10.4,12.3,23,283
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV,5,8,AS8,E,25,16.9,21.4,13,342
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV,5,8,AS8,E,25,16.9,21.4,13,342
LAND ROVER,RANGE ROVER SPORT,SUV,3,6,AS8,Z,14,10.5,12.4,23,285
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV,5,8,AS8,Z,16.6,12.3,14.7,19,338
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV,5,8,AS8,E,24,16.6,20.7,14,331
LEXUS,GX 460,SUV,4.6,8,AS6,Z,15.7,11.7,13.9,20,320
LEXUS,LX 570,SUV,5.7,8,AS6,Z,19,13.6,16.6,17,382
LINCOLN,MKT AWD,SUV,3.5,6,AS6,X,14.6,10.4,12.8,22,294
LINCOLN,NAVIGATOR 4X4,SUV,3.5,6,AS6,X,16.2,11.8,14.2,20,327
LINCOLN,NAVIGATOR L 4X4,SUV,3.5,6,AS6,X,16.1,12.3,14.4,20,331
MERCEDES-BENZ,G 550,SUV,5.5,8,AS7,Z,19.9,16.1,18.2,16,419
MERCEDES-BENZ,G 63 AMG,SUV,5.5,8,AS7,Z,20,16.6,18.5,15,426
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV,3,6,AS7,D,13.6,10,12,24,324
MERCEDES-BENZ,GL 450 4MATIC,SUV,3,6,AS7,Z,15.2,12.6,14,20,322
MERCEDES-BENZ,GL 550 4MATIC,SUV,4.7,8,AS7,Z,17.5,13.2,15.6,18,359
MERCEDES-BENZ,GL 63 AMG,SUV,5.5,8,AS7,Z,18.2,14,16.3,17,375
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV,3,6,AS7,D,11.8,8.5,10.3,27,278
MERCEDES-BENZ,ML 400 4MATIC,SUV,3,6,AS7,Z,13.3,10.4,12,24,276
MERCEDES-BENZ,ML 550 4MATIC,SUV,4.7,8,AS7,Z,16.3,11.8,14.2,20,327
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV,5.5,8,AS7,Z,17.3,13.5,15.6,18,359
NISSAN,ARMADA 4WD,SUV,5.6,8,A5,X,19.2,13.4,16.6,17,382
